49.1156,10.7511
48.8582,2.3387
53.5544,9.9946
48.8228,9.2692
37.751,-97.822
54.9978,73.4001
55.4167,24
37.751,-97.822
45.4995,-73.5848
51.2993,9.491
52.3824,4.8995
45.4995,-73.5848
49.1156,10.7511
51.2993,9.491
50.1188,8.6843
1.2864,103.8503
52.5312,13.3878
40.7597,-73.981
47.63,-122.2972
51.4964,-0.1224
35.6897,139.6895
39.9625,-83.0061
48.7209,2.4901
53.598,12.7636
39.018,-77.539
50.1188,8.6843
46.1963,6.24
60.1719,24.9347
48.8582,2.3387
55.4167,24
48.8582,2.3387
49.1156,10.7511
32.8137,-96.8704
51.5368,-0.6718
40.793,-74.0247
40.793,-74.0247
48.3016,16.3436
51.5368,-0.6718
19.0748,72.8856
56.9496,24.0978
37.4585,126.7015
48.8323,2.4075
52.3824,4.8995
38.2083,-84.245
34.7732,113.722
37.751,-97.822
50.1188,8.6843
42.6951,23.325
34.0544,-118.244
48.8582,2.3387
47.4745,7.6137
60.1719,24.9347
35.6893,139.6899
49.1156,10.7511
49.1156,10.7511
48.1077,11.6091
54.0354,-1.213
51.2993,9.491
51.9981,4.198
-34.0486,18.4811
50.1188,8.6843
45.9968,24.997
51.2993,9.491
22.0899,-159.3482
52.6531,5.0939
51.2993,9.491
-35.2828,149.1283
40.793,-74.0247
49.4527,11.0783
47.1449,8.1551
37.751,-97.822
52.3759,4.8975
51.5638,-0.0765
-34.9281,138.5999
37.3388,-121.8916
22.2908,114.1501
51.5368,-0.6718
52.3824,4.8995
49.1156,10.7511
55.7483,37.6171
48.9948,2.257
22.2578,114.1657
25.6449,-100.311
32.0321,-102.0898
45.8369,6.1635
49.1156,10.7511
51.2993,9.491
56.0133,92.7885
48.8582,2.3387
48.8582,2.3387
51.2993,9.491
47.3444,8.7231
37.751,-97.822
60.1719,24.9347
1.3078,103.6818
39.4923,-0.4046
60.1719,24.9347
1.3673,103.8014
51.2993,9.491
40.7494,-86.0686
42.0026,-87.9644
52.0093,4.3447
48.8582,2.3387
45.4995,-73.5848
64.1439,-21.98
51.2993,9.491
45.4995,-73.5848
53.3379,-6.2591
49.405,11.1617
60.1719,24.9347
52.0758,4.2925
26.1813,-97.7483
51.5368,-0.6718
60.1719,24.9347
43.6547,-79.3623
48.8582,2.3387
36.1172,-115.0528
41.8738,-87.9668
-38.723,-62.285
52.0429,4.4705
56.0278,14.1506
43.6547,-79.3623
51.2993,9.491
38.7741,-77.2385
40.793,-74.0247
12.9634,77.5855
37.751,-97.822
45.8234,-119.7257
50.1188,8.6843
45.3492,25.5554
53.3379,-6.2591
45.834,-66.4808
52.2394,21.0362
43.357,-83.8598
40.839,-73.946
51.2993,9.491
38.7591,-77.0924
39.9625,-83.0061
55.4167,24
52.3824,4.8995
34.029,-118.4005
48.8582,2.3387
34.4133,-118.0917
52.3824,4.8995
42.3996,-71.1246
48.217,16.3944
34.1057,-118.3286
41.8904,12.5126
22.6148,120.3139
48.8582,2.3387
48.7209,2.4901
50.7374,-3.4708
-22.9485,-43.3436
-33.8715,151.2006
51.2993,9.491
43.2088,5.5431
43.6319,-79.3716
42.2284,-87.9722
64.1369,-21.9139
48.8582,2.3387
49.0034,8.4275
47.3682,8.5671
49.1156,10.7511
55.4167,24
43.6327,1.4029
37.4585,126.7015
53.3379,-6.2591
37.9273,-76.8545
50.0853,14.411
37.751,-97.822
60.1719,24.9347
59.4236,10.643
59.8983,30.2618
1.3036,103.8554
3.0999,101.5965
34.0544,-118.2441
37.3388,-121.8916
41.946,-87.7033
39.0469,-77.4903
49.1156,10.7511
34.9504,-120.4964
49.1627,-123.9783
53.3379,-6.2591
60.1719,24.9347
51.2993,9.491
53.3379,-6.2591
51.2568,6.3961
-33.8715,151.2006
52.352,4.9392
49.1156,10.7511
50.3938,8.4575
51.2993,9.491
-34.0486,18.4811
48.8323,2.4075
41.9082,-71.1031
36.033,-80.3916
50.6158,3.1643
51.5164,-0.093
40.0305,-76.2833
51.504,-0.3609
-33.8715,151.2006
37.751,-97.822
52.5203,13.3849
49.1156,10.7511
45.4995,-73.5848
40.8549,-73.2157
35.6893,139.6899
44.5458,-88.1019
-23.6283,-46.6409
-33.8715,151.2006
41.2591,-95.8517
53.5544,9.9946
45.5999,-121.1871
39.0469,-77.4903
46.1529,7.4331
